physician_id,raters_group,completed_by,rater_name,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_listens_to_patients_and_their_families_concerns_and_responds_to_them_thoroughly,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_patients_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_gender_and_socio_economic_status,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_respects_patients_confidentiality_i_e_does_not_discuss_confidential_patient_information_in_areas_where_others_can_overhear_the_conversation_like_hallways_elevators_coffee_shops_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_takes_time_to_explain_to_patients_their_medical_condition_treatment_options_methods_utilized_and_outcomes,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_healthcare_workers_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_and_gender,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_uses_respectful_language_with_other_healthcare_workers_i_e_avoids_abusive_language_offensive_comments_racial_or_ethnic_slurs_threats_of_violence_and_foul_or_rude_intimidating_language,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_responds_in_timely_fashion_to_phone_calls_and_paging_regarding_patient_care,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_arrives_on_time_to_scheduled_appointments_i_e_clinic_or_rounds_shift_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_receptive_to_the_suggestions_and_concerns_of_other_healthcare_coworkers_both_physician_and_non_physician_health_providers,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_communicates_directly_and_clearly_with_healthcare_workers_both_physician_and_non_physician_health_providers_about_patient_care,comments,fillout_date
PHYS_8aa04f92bb46,Hospital Staff,PHYS_fb011f0b70e1,PHYS_9dfa625afb13,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/16/24 09:02 AM
PHYS_b9976f810e5d,Hospital Staff,PHYS_60104a94ec95,PHYS_ad9e134f15a1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,D/A,05/15/24 01:17 PM
PHYS_8cabd5ddd3a8,Hospital Staff,PHYS_60104a94ec95,PHYS_ad9e134f15a1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,D/A,05/15/24 01:18 PM
PHYS_c367fab96ca6,Hospital Staff,PHYS_60104a94ec95,PHYS_ad9e134f15a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 01:19 PM
PHYS_e8a101cecaa6,Hospital Staff,PHYS_60104a94ec95,PHYS_ad9e134f15a1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,D/A,05/15/24 01:18 PM
PHYS_5a42763cd787,Hospital Staff,PHYS_73caf90c55f3,PHYS_bfa2490de902,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 11:19 AM
PHYS_fa6a74aacd93,Hospital Staff,PHYS_73caf90c55f3,PHYS_bfa2490de902,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 11:20 AM
PHYS_b329c20113ca,Hospital Staff,PHYS_73caf90c55f3,PHYS_bfa2490de902,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 11:19 AM
PHYS_86b3510033de,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/23/24 01:25 PM
PHYS_581bbef004e2,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/23/24 01:26 PM
PHYS_6ba27db1e944,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,D/A,07/23/24 01:27 PM
PHYS_ac5b921afe90,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,D/A,07/23/24 01:30 PM
PHYS_a7715e5b65f0,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/23/24 01:27 PM
PHYS_27f3b0864aab,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,,,,,,,,,,,D/A,07/23/24 01:30 PM
PHYS_437571541151,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,D/A,07/23/24 01:28 PM
PHYS_796363ed88b6,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/23/24 01:26 PM
PHYS_e74ee551fa09,Hospital Staff,PHYS_c0a7a83f3eb2,PHYS_313fc3235720,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/23/24 01:29 PM
PHYS_2b39351adae2,Hospital Staff,PHYS_5c5e6a3b68a8,PHYS_dba814ea6946,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 03:44 PM
PHYS_79ec7590afb8,Faculty Self-Evaluation,PHYS_79ec7590afb8,PHYS_2d166186637b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/27/24 10:17 AM
PHYS_7aa4bfb13ec8,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/26/24 02:01 PM
PHYS_44aa26beae78,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,D/A,05/26/24 02:09 PM
PHYS_ac7336a02460,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,D/A,05/26/24 02:10 PM
PHYS_7e2b1beb5fa0,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,D/A,05/26/24 02:03 PM
PHYS_177f77b135b4,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,D/A,05/26/24 02:07 PM
PHYS_b52b9a0ebf16,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,D/A,05/26/24 02:08 PM
PHYS_85c37beeac3a,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,D/A,05/26/24 01:59 PM
PHYS_66c9388ca309,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,D/A,05/26/24 02:04 PM
PHYS_2dd4c5aa0461,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,D/A,05/26/24 01:58 PM
PHYS_f430cfb31b6d,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,,,,,4.0,4.0,,3.0,,,D/A,05/26/24 02:09 PM
PHYS_8aa04f92bb46,Medical Staff,PHYS_9579fedba793,PHYS_332d93ff9de9,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/26/24 02:06 PM
PHYS_0f5fcee5afc6,Hospital Staff,PHYS_d0e75269e2e3,PHYS_e27499644c79,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/10/2024 08:26
PHYS_04f7a28faaf6,Hospital Staff,PHYS_d0e75269e2e3,PHYS_e27499644c79,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/10/2024 08:25
PHYS_2a2d2e824a25,Hospital Staff,PHYS_d0e75269e2e3,PHYS_e27499644c79,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/10/2024 08:25
PHYS_749615a95136,Hospital Staff,PHYS_027103ddc11e,PHYS_342fd639d94f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Dr. Shamseddine is a very professional  person well liked by patients and staff.,05/27/24 09:03 AM
PHYS_17b1b91e9add,Hospital Staff,PHYS_027103ddc11e,PHYS_342fd639d94f,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,D/A,05/27/24 09:05 AM
PHYS_674ccaddbf58,Hospital Staff,PHYS_027103ddc11e,PHYS_342fd639d94f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/27/24 09:07 AM
PHYS_719ec762a045,Hospital Staff,PHYS_027103ddc11e,PHYS_342fd639d94f,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,D/A,05/27/24 09:08 AM
PHYS_af8e43e0ecda,Hospital Staff,PHYS_027103ddc11e,PHYS_342fd639d94f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/27/24 09:08 AM
PHYS_17812bf2fcaf,Hospital Staff,PHYS_027103ddc11e,PHYS_342fd639d94f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Dr.Kridieh is a professional and very respectful person ,follow closely on his patients ,respects  patients ,families and all health care workers.",05/27/24 09:07 AM
PHYS_37dfdb6f29eb,Medical Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/17/24 07:39 AM
PHYS_4e77fb1f767d,Medical Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/17/24 07:39 AM
PHYS_1fb96d137a2b,Medical Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/17/24 07:40 AM
PHYS_4034a678d376,Medical Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/17/24 07:40 AM
PHYS_9ef5aa4833cc,Medical Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,V good teacher and role model for the residents. We like his work in the open heart field. Very professional.,05/17/24 07:38 AM
PHYS_9ef5aa4833cc,Hospital Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 03:45 PM
PHYS_4e77fb1f767d,Hospital Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 03:45 PM
PHYS_e28930872332,Hospital Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,D/A,07/16/24 05:10 PM
PHYS_37dfdb6f29eb,Hospital Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 03:45 PM
PHYS_1fb96d137a2b,Hospital Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 03:45 PM
PHYS_4034a678d376,Hospital Staff,PHYS_0fa9a17f8ea3,PHYS_addda9836621,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 03:46 PM
PHYS_12590e0e5875,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/07/2024 10:25
PHYS_eb066433ad96,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/07/2024 10:26
PHYS_dfc6899e9a0d,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/07/2024 10:27
PHYS_0d0e3dd63767,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/07/2024 10:27
PHYS_1688b5a58eea,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/07/2024 10:27
PHYS_99cce52880ad,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,D/A,06/07/2024 10:26
PHYS_88588d0b818d,Medical Staff,PHYS_a6cbee36e262,PHYS_ebb328a7bf89,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/07/2024 10:27
PHYS_a98a78e03fde,Hospital Staff,PHYS_965ede95beea,PHYS_41a4645043d1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 11:09 AM
PHYS_123492dbdd6e,Hospital Staff,PHYS_965ede95beea,PHYS_41a4645043d1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 11:08 AM
PHYS_dba0531c12ff,Hospital Staff,PHYS_965ede95beea,PHYS_41a4645043d1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/15/24 11:09 AM
PHYS_5f5a9e7bd1e2,Medical Staff,PHYS_54062911f8ba,PHYS_b0fb7f1c4bc4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/02/2024 10:03
PHYS_87cc0360be48,Medical Staff,PHYS_54062911f8ba,PHYS_b0fb7f1c4bc4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/02/2024 09:44
PHYS_22e7165ee7c8,Medical Staff,PHYS_54062911f8ba,PHYS_b0fb7f1c4bc4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/02/2024 09:45
PHYS_6867b72e31e4,Faculty Self-Evaluation,PHYS_6867b72e31e4,PHYS_15a01f9e0f4f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/03/2024 10:11
PHYS_5f5a9e7bd1e2,Medical Staff,PHYS_77e51c473375,PHYS_518df1ce3419,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Professional,07/29/24 10:42 PM
PHYS_87cc0360be48,Medical Staff,PHYS_77e51c473375,PHYS_518df1ce3419,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Professional and respectful,07/29/24 10:43 PM
PHYS_22e7165ee7c8,Medical Staff,PHYS_77e51c473375,PHYS_518df1ce3419,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Professional and kind,07/29/24 10:42 PM
PHYS_d980aca02559,Faculty Self-Evaluation,PHYS_d980aca02559,PHYS_d980aca02559,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,D/A,06/24/24 08:11 AM
PHYS_747c833974d5,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,D/A,05/18/24 04:48 PM
PHYS_d7f2fcf5aab1,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:48 PM
PHYS_68bd26c55254,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:48 PM
PHYS_3046138e37d2,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,D/A,05/18/24 04:49 PM
PHYS_dbfb1f920bb7,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:49 PM
PHYS_c095cef8c27f,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:50 PM
PHYS_1ebf0ed0a490,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:50 PM
PHYS_619b3b7381eb,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,D/A,05/18/24 04:51 PM
PHYS_5d72b8a63454,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,,,,,,,,,,,D/A,05/18/24 04:52 PM
PHYS_7f033bc1f792,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:54 PM
PHYS_08e98486b3ce,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:54 PM
PHYS_f86cd3aa057e,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/18/24 04:54 PM
PHYS_f8e4d4614698,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,,,,,,,,,,,D/A,05/18/24 04:52 PM
PHYS_71323b62398a,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,,,,,,,,,,,D/A,05/18/24 04:50 PM
PHYS_12590e0e5875,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,D/A,05/18/24 04:46 PM
PHYS_eb066433ad96,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,D/A,05/18/24 04:48 PM
PHYS_dfc6899e9a0d,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:53 PM
PHYS_0d0e3dd63767,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:53 PM
PHYS_1688b5a58eea,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:55 PM
PHYS_99cce52880ad,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:52 PM
PHYS_88588d0b818d,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:54 PM
PHYS_c1199ce2ddd8,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/18/24 04:46 PM
PHYS_f1e37c991380,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:54 PM
PHYS_088c3a358426,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,D/A,05/18/24 04:47 PM
PHYS_abc008f2ef9c,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:52 PM
PHYS_ec334b6ce571,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:53 PM
PHYS_e99cfcaa6789,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/18/24 04:47 PM
PHYS_72576b499f11,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:54 PM
PHYS_23f15da80bc1,Hospital Staff,PHYS_6c1b133a28de,PHYS_2b4f5c0ed82d,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,05/18/24 04:55 PM
PHYS_35d232ae4201,Hospital Staff,PHYS_306900176342,PHYS_35b337480afd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/03/2024 08:26
PHYS_a1dcdacf9fcc,Hospital Staff,PHYS_306900176342,PHYS_35b337480afd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/03/2024 08:25
PHYS_27b83fe71513,Hospital Staff,PHYS_306900176342,PHYS_35b337480afd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/03/2024 08:26
PHYS_37dfdb6f29eb,Medical Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/24/24 07:57 AM
PHYS_4e77fb1f767d,Medical Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/24/24 07:57 AM
PHYS_e28930872332,Medical Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Improve his attitude,05/27/24 09:06 AM
PHYS_1fb96d137a2b,Medical Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/24/24 07:56 AM
PHYS_4034a678d376,Medical Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/24/24 07:57 AM
PHYS_9ef5aa4833cc,Medical Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Respectful, knowledgeable, skillful, professional. ",05/27/24 09:04 AM
PHYS_9ef5aa4833cc,Hospital Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 05:46 PM
PHYS_4e77fb1f767d,Hospital Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 05:47 PM
PHYS_e28930872332,Hospital Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 05:47 PM
PHYS_37dfdb6f29eb,Hospital Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 05:46 PM
PHYS_1fb96d137a2b,Hospital Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 05:47 PM
PHYS_4034a678d376,Hospital Staff,PHYS_7af0ef691f6f,PHYS_37635073a0d7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/18/24 05:48 PM
PHYS_d96d1fbcd51c,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,Good,06/05/2024 15:02
PHYS_85a5920c4590,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,Good,06/05/2024 15:03
PHYS_b871429a7b4d,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,,,,,,,,,,,D/A,06/05/2024 15:04
PHYS_7e91f7e56fd6,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,D/A,06/05/2024 15:16
PHYS_0c7fca4357ff,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,D/A,06/05/2024 15:17
PHYS_63c6c95d0a19,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,D/A,06/05/2024 15:18
PHYS_4358aa6d482d,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,Best attending ever,06/05/2024 15:19
PHYS_173bbc0bcea0,Medical Staff,PHYS_4c4b3da2309c,PHYS_e640f637f5a4,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,D/A,06/05/2024 15:19
PHYS_c3c94ba18c88,Medical Staff,PHYS_a57540f7ba63,PHYS_e08c26e37268,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/30/24 09:56 AM
PHYS_81fe7e66b681,Medical Staff,PHYS_a57540f7ba63,PHYS_e08c26e37268,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,05/30/24 09:56 AM
